,Город,Регион,Федеральный округ,lat,lng
80,Белогорск,Амурская область,Дальневосточный,"50,921287","128,473917"
102,Благовещенск,Амурская область,Дальневосточный,"50,28702","127,541025"
284,Завитинск,Амурская область,Дальневосточный,"50,106518","129,439309"
307,Зея,Амурская область,Дальневосточный,"53,734033","127,265889"
776,Райчихинск,Амурская область,Дальневосточный,"49,794114","129,411255"
819,Свободный,Амурская область,Дальневосточный,"51,375889","128,134147"
842,Сковородино,Амурская область,Дальневосточный,"53,987177","123,943632"
952,Тында,Амурская область,Дальневосточный,"55,154656","124,729236"
1044,Шимановск,Амурская область,Дальневосточный,"51,85262","116,032735"
97,Биробиджан,Еврейская АО,Дальневосточный,"48,794668","132,921754"
677,Облучье,Еврейская АО,Дальневосточный,"49,018898","131,053914"
156,Вилючинск,Камчатский край,Дальневосточный,"52,906857","158,418296"
265,Елизово,Камчатский край,Дальневосточный,"53,183053","158,388355"
727,Петропавловск-Камчатский,Камчатский край,Дальневосточный,"53,024075","158,643566"
533,Магадан,Магаданская область,Дальневосточный,"59,568164","150,808541"
903,Сусуман,Магаданская область,Дальневосточный,"62,780464","148,153687"
39,Арсеньев,Приморский край,Дальневосточный,"44,162084","133,269726"
41,Артём,Приморский край,Дальневосточный,"43,354804","132,18563"
116,БольшойКамень,Приморский край,Дальневосточный,"53,443097","36,005087"
159,Владивосток,Приморский край,Дальневосточный,"43,115536","131,885485"
230,Дальнегорск,Приморский край,Дальневосточный,"44,554018","135,566179"
231,Дальнереченск,Приморский край,Дальневосточный,"45,93085","133,731738"
509,Лесозаводск,Приморский край,Дальневосточный,"45,477955","133,418594"
608,Находка,Приморский край,Дальневосточный,"42,824037","132,892811"
714,Партизанск,Приморский край,Дальневосточный,"43,119813","133,123246"
877,Спасск-Дальний,Приморский край,Дальневосточный,"44,597641","132,817559"
975,Уссурийск,Приморский край,Дальневосточный,"43,797273","131,95178"
988,Фокино,Приморский край,Дальневосточный,"53,455436","34,415923"
18,Александровск-Сахалинский,Сахалинская область,Дальневосточный,"50,894564","142,1594"
29,Анива,Сахалинская область,Дальневосточный,"46,713168","142,526595"
250,Долинск,Сахалинская область,Дальневосточный,"47,32624","142,79344"
433,Корсаков,Сахалинская область,Дальневосточный,"46,63498","142,78257"
483,Курильск,Сахалинская область,Дальневосточный,"45,225174","147,883761"
538,Макаров,Сахалинская область,Дальневосточный,"48,625101","142,778851"
610,Невельск,Сахалинская область,Дальневосточный,"46,652828","141,863126"
707,Оха,Сахалинская область,Дальневосточный,"53,584521","142,947186"
748,Поронайск,Сахалинская область,Дальневосточный,"49,22038","143,08956"
821,Северо-Курильск,Сахалинская область,Дальневосточный,"50,676327","156,124106"
935,Томари,Сахалинская область,Дальневосточный,"47,762214","142,061627"
957,Углегорск,Сахалинская область,Дальневосточный,"49,081575","142,069281"
1002,Холмск,Сахалинская область,Дальневосточный,"47,040905","142,041622"
1063,Южно-Сахалинск,Сахалинская область,Дальневосточный,"46,959155","142,738023"
23,Амурск,Хабаровский край,Дальневосточный,"50,226797","136,910607"
95,Бикин,Хабаровский край,Дальневосточный,"46,818592","134,255034"
187,Вяземский,Хабаровский край,Дальневосточный,"47,535352","134,755297"
422,Комсомольск-на-Амуре,Хабаровский край,Дальневосточный,"50,549923","137,007948"
634,Николаевск-на-Амуре,Хабаровский край,Дальневосточный,"53,146143","140,711046"
857,СоветскаяГавань,Хабаровский край,Дальневосточный,"57,587599","48,959521"
992,Хабаровск,Хабаровский край,Дальневосточный,"48,480223","135,071917"
24,Анадырь,Чукотский АО,Дальневосточный,"64,733115","177,508924"
96,Билибино,Чукотский АО,Дальневосточный,"68,057129","166,451139"
715,Певек,Чукотский АО,Дальневосточный,"69,701761","170,299935"
14,Алдан,Якутия,Дальневосточный,"58,609451","125,381673"
151,Верхоянск,Якутия,Дальневосточный,"67,550161","133,390702"
155,Вилюйск,Якутия,Дальневосточный,"63,751722","121,627326"
507,Ленск,Якутия,Дальневосточный,"60,713731","114,911844"
572,Мирный,Якутия,Дальневосточный,"62,541028","113,978692"
617,Нерюнгри,Якутия,Дальневосточный,"56,659948","124,720315"
673,Нюрба,Якутия,Дальневосточный,"63,278463","118,336617"
688,Олёкминск,Якутия,Дальневосточный,"60,375796","120,406013"
742,Покровск,Якутия,Дальневосточный,"61,48424","129,148219"
879,Среднеколымск,Якутия,Дальневосточный,"67,458183","153,707009"
936,Томмот,Якутия,Дальневосточный,"58,958666","126,287579"
959,Удачный,Якутия,Дальневосточный,"66,406995","112,306362"
1072,Якутск,Якутия,Дальневосточный,"62,028103","129,732663"
4,Агидель,Башкортостан,Приволжский,"55,899835","53,92204"
57,Баймак,Башкортостан,Приволжский,"52,591257","58,311199"
76,Белебей,Башкортостан,Приволжский,"54,103441","54,111279"
84,Белорецк,Башкортостан,Приволжский,"53,967621","58,410023"
98,Бирск,Башкортостан,Приволжский,"55,417531","55,530707"
101,Благовещенск,Башкортостан,Приволжский,"50,28702","127,541025"
227,Давлеканово,Башкортостан,Приволжский,"54,222727","55,03127"
259,Дюртюли,Башкортостан,Приволжский,"55,48529","54,873463"
335,Ишимбай,Башкортостан,Приволжский,"53,454621","56,04395"
478,Кумертау,Башкортостан,Приволжский,"52,756523","55,796976"
558,Межгорье,Башкортостан,Приволжский,"54,239989","57,961225"
562,Мелеуз,Башкортостан,Приволжский,"52,958964","55,92831"
620,Нефтекамск,Башкортостан,Приволжский,"56,088408","54,248236"
686,Октябрьский,Башкортостан,Приволжский,"54,481448","53,46557"
799,Салават,Башкортостан,Приволжский,"53,361651","55,924672"
840,Сибай,Башкортостан,Приволжский,"52,72051","58,666429"
889,Стерлитамак,Башкортостан,Приволжский,"53,630403","55,930825"
947,Туймазы,Башкортостан,Приволжский,"54,599988","53,695008"
982,Уфа,Башкортостан,Приволжский,"54,735147","55,958727"
984,Учалы,Башкортостан,Приволжский,"54,319176","59,378631"
1074,Янаул,Башкортостан,Приволжский,"56,264957","54,929824"
74,БелаяХолуница,Кировская область,Приволжский,"57,78567","36,693871"
190,ВятскиеПоляны,Кировская область,Приволжский,"55,205944","34,298037"
314,Зуевка,Кировская область,Приволжский,"58,403217","51,133426"
396,Киров,Кировская область,Приволжский,"58,603581","49,667978"
398,Кирово-Чепецк,Кировская область,Приволжский,"58,556581","50,043932"
401,Кирс,Кировская область,Приволжский,"59,339987","52,241516"
440,Котельнич,Кировская область,Приволжский,"58,303426","48,347508"
521,Луза,Кировская область,Приволжский,"60,629099","47,261229"
543,Малмыж,Кировская область,Приволжский,"56,524461","50,678232"
589,Мураши,Кировская область,Приволжский,"59,3956","48,963851"
668,Нолинск,Кировская область,Приволжский,"57,559708","49,935712"
692,Омутнинск,Кировская область,Приволжский,"58,66406","52,177152"
848,Слободской,Кировская область,Приволжский,"58,731886","50,183674"
855,Советск,Кировская область,Приволжский,"57,587599","48,959521"
869,Сосновка,Кировская область,Приволжский,"56,253352","51,283364"
968,Уржум,Кировская область,Приволжский,"57,109738","50,005717"
1075,Яранск,Кировская область,Приволжский,"57,304228","47,885855"
165,Волжск,Марий Эл,Приволжский,"55,862267","48,372041"
299,Звенигово,Марий Эл,Приволжский,"55,972312","48,01532"
336,Йошкар-Ола,Марий Эл,Приволжский,"56,630842","47,886089"
414,Козьмодемьянск,Марий Эл,Приволжский,"56,344167","46,568107"
34,Ардатов,Мордовия,Приволжский,"54,84656","46,241183"
326,Инсар,Мордовия,Приволжский,"53,866508","44,372248"
409,Ковылкино,Мордовия,Приволжский,"54,039201","43,919056"
457,Краснослободск,Мордовия,Приволжский,"54,424901","43,784435"
793,Рузаевка,Мордовия,Приволжский,"54,058268","44,94911"
805,Саранск,Мордовия,Приволжский,"54,187433","45,183938"
925,Темников,Мордовия,Приволжский,"54,630967","43,216089"
36,Арзамас,Нижегородская область,Приволжский,"55,386666","43,815687"
62,Балахна,Нижегородская область,Приволжский,"56,504556","43,602005"
107,Богородск,Нижегородская область,Приволжский,"56,103362","43,516755"
117,Бор,Нижегородская область,Приволжский,"56,356517","44,064575"
153,Ветлуга,Нижегородская область,Приволжский,"57,852885","45,776099"
168,Володарск,Нижегородская область,Приволжский,"56,21695","43,159729"
176,Ворсма,Нижегородская область,Приволжский,"55,98999","43,271955"
182,Выкса,Нижегородская область,Приволжский,"55,320683","42,167961"
202,Горбатов,Нижегородская область,Приволжский,"56,130869","43,062701"
206,Городец,Нижегородская область,Приволжский,"56,644822","43,472351"
239,Дзержинск,Нижегородская область,Приволжский,"56,238377","43,461625"
287,Заволжье,Нижегородская область,Приволжский,"56,640441","43,387164"
407,Княгинино,Нижегородская область,Приволжский,"55,820566","45,032249"
468,Кстово,Нижегородская область,Приволжский,"56,15067","44,206751"
477,Кулебаки,Нижегородская область,Приволжский,"55,429716","42,512483"
522,Лукоянов,Нижегородская область,Приволжский,"55,032697","44,493349"
524,Лысково,Нижегородская область,Приволжский,"56,021357","45,040962"
597,Навашино,Нижегородская область,Приволжский,"55,543888","42,18874"
629,НижнийНовгород,Нижегородская область,Приволжский,"54,901233","99,026387"
710,Павлово,Нижегородская область,Приволжский,"55,964629","43,06457"
717,Первомайск,Нижегородская область,Приволжский,"54,867632","43,801377"
719,Перевоз,Нижегородская область,Приволжский,"55,596849","44,544931"
808,Саров,Нижегородская область,Приволжский,"54,922788","43,344844"
830,Семёнов,Нижегородская область,Приволжский,"56,789012","44,490331"
835,Сергач,Нижегородская область,Приволжский,"55,520105","45,481361"
967,Урень,Нижегородская область,Приволжский,"57,463042","45,799527"
1028,Чкаловск,Нижегородская область,Приволжский,"56,766253","43,251105"
1039,Шахунья,Нижегородская область,Приволжский,"57,676379","46,612915"
2,Абдулино,Оренбургская область,Приволжский,"53,677839","53,647263"
127,Бугуруслан,Оренбургская область,Приволжский,"53,6523","52,432606"
129,Бузулук,Оренбургская область,Приволжский,"52,788116","52,262438"
470,Кувандык,Оренбургская область,Приволжский,"51,478483","57,361168"
556,Медногорск,Оренбургская область,Приволжский,"51,403794","57,58324"
657,Новотроицк,Оренбургская область,Приволжский,"51,196417","58,301767"
696,Оренбург,Оренбургская область,Приволжский,"51,768199","55,096955"
698,Орск,Оренбургская область,Приволжский,"51,229362","58,475196"
862,Соль-Илецк,Оренбургская область,Приволжский,"51,16185","54,980336"
865,Сорочинск,Оренбургская область,Приволжский,"52,429092","53,151016"
1080,Ясный,Оренбургская область,Приволжский,"51,036877","59,874349"
78,Белинский,Пензенская область,Приволжский,"52,96562","43,408679"
207,Городище,Пензенская область,Приволжский,"53,272758","45,70267"
296,Заречный,Пензенская область,Приволжский,"53,19611","45,169071"
348,Каменка,Пензенская область,Приволжский,"53,185524","44,046896"
474,Кузнецк,Пензенская область,Приволжский,"53,119335","46,601165"
628,НижнийЛомов,Пензенская область,Приволжский,"54,901233","99,026387"
636,Никольск,Пензенская область,Приволжский,"53,71447","46,084356"
716,Пенза,Пензенская область,Приволжский,"53,195063","45,018316"
837,Сердобск,Пензенская область,Приволжский,"52,455683","44,202735"
876,Спасск,Пензенская область,Приволжский,"53,926494","43,187729"
902,Сурск,Пензенская область,Приволжский,"53,07604","45,6911"
17,Александровск,Пермский край,Приволжский,"59,162925","57,584669"
90,Березники,Пермский край,Приволжский,"59,407922","56,804015"
142,Верещагино,Пермский край,Приволжский,"58,079761","54,658083"
204,Горнозаводск,Пермский край,Приволжский,"58,374682","58,330917"
212,Гремячинск,Пермский край,Приволжский,"58,562599","57,852034"
216,Губаха,Пермский край,Приволжский,"58,837018","57,554575"
248,Добрянка,Пермский край,Приволжский,"58,468063","56,403986"
382,Кизел,Пермский край,Приволжский,"59,049425","57,653875"
448,Красновишерск,Пермский край,Приволжский,"60,412821","57,083301"
455,Краснокамск,Пермский край,Приволжский,"58,078357","55,736376"
473,Кудымкар,Пермский край,Приволжский,"59,014548","54,664183"
479,Кунгур,Пермский край,Приволжский,"57,42881","56,944206"
525,Лысьва,Пермский край,Приволжский,"58,100413","57,811655"
672,Нытва,Пермский край,Приволжский,"57,939127","55,328622"
699,Оса,Пермский край,Приволжский,"57,279672","55,468723"
708,Оханск,Пермский край,Приволжский,"57,72193","55,388656"
709,Очёр,Пермский край,Приволжский,"57,886894","54,715602"
721,Пермь,Пермский край,Приволжский,"58,010374","56,229398"
860,Соликамск,Пермский край,Приволжский,"59,648333","56,771029"
974,Усолье,Пермский край,Приволжский,"52,756648","103,638769"
1007,Чайковский,Пермский край,Приволжский,"56,778061","54,147759"
1015,Чердынь,Пермский край,Приволжский,"60,402836","56,479543"
1023,Чернушка,Пермский край,Приволжский,"56,51601","56,076361"
1031,Чусовой,Пермский край,Приволжский,"58,297548","57,819318"
1020,Чёрмоз,Пермский край,Приволжский,"58,784335","56,150796"
278,Жигулёвск,Самарская область,Приволжский,"53,401714","49,494657"
388,Кинель,Самарская область,Приволжский,"53,221004","50,634394"
619,Нефтегорск,Самарская область,Приволжский,"52,797221","51,163799"
648,Новокуйбышевск,Самарская область,Приволжский,"53,099469","49,947767"
685,Октябрьск,Самарская область,Приволжский,"53,164038","48,670668"
706,Отрадный,Самарская область,Приволжский,"51,691727","39,21793"
750,Похвистнево,Самарская область,Приволжский,"53,653282","52,122346"
803,Самара,Самарская область,Приволжский,"53,195538","50,101783"
906,Сызрань,Самарская область,Приволжский,"53,155782","48,474485"
934,Тольятти,Самарская область,Приволжский,"53,508816","49,419207"
1008,Чапаевск,Самарская область,Приволжский,"52,981709","49,710217"
37,Аркадак,Саратовская область,Приволжский,"51,938814","43,499849"
48,Аткарск,Саратовская область,Приволжский,"51,873632","45,000296"
61,Балаково,Саратовская область,Приволжский,"52,018424","47,819667"
64,Балашов,Саратовская область,Приволжский,"51,554601","43,146469"
173,Вольск,Саратовская область,Приволжский,"52,045978","47,38729"
271,Ершов,Саратовская область,Приволжский,"51,352068","48,283494"
343,Калининск,Саратовская область,Приволжский,"51,499671","44,48548"
447,Красноармейск,Саратовская область,Приволжский,"56,120959","38,14094"
462,КрасныйКут,Саратовская область,Приволжский,"56,010563","92,852572"
551,Маркс,Саратовская область,Приволжский,"51,713333","46,740009"
658,Новоузенск,Саратовская область,Приволжский,"50,466326","48,132119"
724,Петровск,Саратовская область,Приволжский,"52,314023","45,389931"
765,Пугачёв,Саратовская область,Приволжский,"52,014871","48,795588"
789,Ртищево,Саратовская область,Приволжский,"52,257455","43,785657"
807,Саратов,Саратовская область,Приволжский,"51,533103","46,034158"
998,Хвалынск,Саратовская область,Приволжский,"52,495501","48,105772"
1045,Шиханы,Саратовская область,Приволжский,"52,114774","47,202327"
1059,Энгельс,Саратовская область,Приволжский,"51,485489","46,126783"
5,Агрыз,Татарстан,Приволжский,"56,526318","52,995266"
7,Азнакаево,Татарстан,Приволжский,"54,859808","53,074533"
22,Альметьевск,Татарстан,Приволжский,"54,901383","52,297113"
40,Арск,Татарстан,Приволжский,"56,091311","49,876989"
54,Бавлы,Татарстан,Приволжский,"54,406333","53,245896"
111,Болгар,Татарстан,Приволжский,"57,852118","114,198968"
126,Бугульма,Татарстан,Приволжский,"54,536413","52,789489"
130,Буинск,Татарстан,Приволжский,"54,964153","48,290142"
263,Елабуга,Татарстан,Приволжский,"55,75667","52,05446"
289,Заинск,Татарстан,Приволжский,"55,298984","52,006391"
304,Зеленодольск,Татарстан,Приволжский,"55,846906","48,500617"
325,Иннополис,Татарстан,Приволжский,"55,75208","48,744609"
338,Казань,Татарстан,Приволжский,"55,796289","49,108795"
476,Кукмор,Татарстан,Приволжский,"56,186599","50,893981"
499,Лаишево,Татарстан,Приволжский,"55,402449","49,543328"
504,Лениногорск,Татарстан,Приволжский,"54,599028","52,442667"
546,Мамадыш,Татарстан,Приволжский,"55,717771","51,410224"
563,Менделеевск,Татарстан,Приволжский,"55,895186","52,314397"
564,Мензелинск,Татарстан,Приволжский,"55,719972","53,101429"
596,НабережныеЧелны,Татарстан,Приволжский,"57,787134","38,455332"
625,Нижнекамск,Татарстан,Приволжский,"55,63407","51,809112"
671,Нурлат,Татарстан,Приволжский,"54,428117","50,804958"
928,Тетюши,Татарстан,Приволжский,"54,936931","48,830074"
1026,Чистополь,Татарстан,Приволжский,"55,372334","50,643575"
178,Воткинск,Удмуртия,Приволжский,"57,051806","53,987392"
200,Глазов,Удмуртия,Приволжский,"58,14081","52,674235"
320,Ижевск,Удмуртия,Приволжский,"56,852593","53,204843"
347,Камбарка,Удмуртия,Приволжский,"56,266057","54,193358"
581,Можга,Удмуртия,Приволжский,"56,442802","52,213839"
806,Сарапул,Удмуртия,Приволжский,"56,461621","53,803678"
69,Барыш,Ульяновская область,Приволжский,"53,653468","47,118029"
243,Димитровград,Ульяновская область,Приволжский,"54,217715","49,621984"
324,Инза,Ульяновская область,Приволжский,"53,857035","46,351649"
659,Новоульяновск,Ульяновская область,Приволжский,"54,151718","48,384824"
833,Сенгилей,Ульяновская область,Приволжский,"53,96207","48,790584"
964,Ульяновск,Ульяновская область,Приволжский,"54,314192","48,403123"
13,Алатырь,Чувашия,Приволжский,"54,839816","46,572195"
357,Канаш,Чувашия,Приволжский,"55,506943","47,491764"
413,Козловка,Чувашия,Приволжский,"55,840386","48,245127"
550,МариинскийПосад,Чувашия,Приволжский,"56,206952","87,742263"
662,Новочебоксарск,Чувашия,Приволжский,"56,109551","47,479125"
1004,Цивильск,Чувашия,Приволжский,"55,86501","47,47298"
1011,Чебоксары,Чувашия,Приволжский,"56,146277","47,251079"
1047,Шумерля,Чувашия,Приволжский,"55,497934","46,417846"
1071,Ядрин,Чувашия,Приволжский,"55,940689","46,202107"
44,Архангельск,Архангельская область,Северо-Западный,"64,539393","40,516939"
140,Вельск,Архангельская область,Северо-Западный,"61,065915","42,10331"
367,Каргополь,Архангельская область,Северо-Западный,"61,505339","38,948166"
434,Коряжма,Архангельская область,Северо-Западный,"61,315335","47,159855"
441,Котлас,Архангельская область,Северо-Западный,"61,25297","46,633217"
560,Мезень,Архангельская область,Северо-Западный,"65,839904","44,25314"
573,Мирный,Архангельская область,Северо-Западный,"62,541028","113,978692"
644,Новодвинск,Архангельская область,Северо-Западный,"64,413683","40,820821"
676,Няндома,Архангельская область,Северо-Западный,"61,669822","40,204388"
693,Онега,Архангельская область,Северо-Западный,"63,914485","38,086646"
823,Северодвинск,Архангельская область,Северо-Западный,"64,562501","39,818175"
863,Сольвычегодск,Архангельская область,Северо-Западный,"61,330589","46,928089"
1043,Шенкурск,Архангельская область,Северо-Западный,"62,10565","42,899612"
52,Бабаево,Вологодская область,Северо-Западный,"59,389227","35,937759"
81,Белозерск,Вологодская область,Северо-Западный,"60,030843","37,789016"
139,ВеликийУстюг,Вологодская область,Северо-Западный,"55,603969","31,197214"
167,Вологда,Вологодская область,Северо-Западный,"59,220496","39,891523"
185,Вытегра,Вологодская область,Северо-Западный,"61,006355","36,449511"
215,Грязовец,Вологодская область,Северо-Западный,"58,875793","40,248423"
337,Кадников,Вологодская область,Северо-Западный,"59,503767","40,34404"
393,Кириллов,Вологодская область,Северо-Западный,"59,859059","38,374933"
445,Красавино,Вологодская область,Северо-Западный,"60,961377","46,481474"
635,Никольск,Вологодская область,Северо-Западный,"53,71447","46,084356"
858,Сокол,Вологодская область,Северо-Западный,"59,460968","40,099977"
942,Тотьма,Вологодская область,Северо-Западный,"59,973487","42,758873"
981,Устюжна,Вологодская область,Северо-Западный,"58,838391","36,442414"
996,Харовск,Вологодская область,Северо-Западный,"59,95074","40,20631"
1018,Череповец,Вологодская область,Северо-Западный,"59,122612","37,903461"
55,Багратионовск,Калининградская область,Северо-Западный,"54,386509","20,639638"
66,Балтийск,Калининградская область,Северо-Западный,"54,644072","19,892177"
196,Гвардейск,Калининградская область,Северо-Западный,"54,647708","21,071341"
222,Гурьевск,Калининградская область,Северо-Западный,"54,285935","85,947635"
224,Гусев,Калининградская область,Северо-Западный,"54,591841","22,201117"
303,Зеленоградск,Калининградская область,Северо-Западный,"54,95993","20,475354"
342,Калининград,Калининградская область,Северо-Западный,"54,70739","20,507307"
452,Краснознаменск,Калининградская область,Северо-Западный,"55,600506","37,042489"
498,Ладушкин,Калининградская область,Северо-Западный,"54,569116","20,172954"
547,Мамоново,Калининградская область,Северо-Западный,"54,463785","19,942267"
614,Неман,Калининградская область,Северо-Западный,"55,038836","22,028146"
618,Нестеров,Калининградская область,Северо-Западный,"54,631368","22,571357"
682,Озёрск,Калининградская область,Северо-Западный,"55,763184","60,707599"
733,Пионерский,Калининградская область,Северо-Западный,"54,949482","20,224841"
744,Полесск,Калининградская область,Северо-Западный,"54,862777","21,109879"
754,Правдинск,Калининградская область,Северо-Западный,"54,44634","21,018817"
756,Приморск,Калининградская область,Северо-Западный,"60,366014","28,613552"
814,Светлогорск,Калининградская область,Северо-Западный,"54,944006","20,151512"
816,Светлый,Калининградская область,Северо-Западный,"54,67737","20,135719"
845,Славск,Калининградская область,Северо-Западный,"55,043819","21,680067"
854,Советск,Калининградская область,Северо-Западный,"57,587599","48,959521"
1024,Черняховск,Калининградская область,Северо-Западный,"54,630706","21,819503"
83,Беломорск,Карелия,Северо-Западный,"64,53032","34,763328"
380,Кемь,Карелия,Северо-Западный,"64,955532","34,598371"
424,Кондопога,Карелия,Северо-Западный,"62,20475","34,272758"
436,Костомукша,Карелия,Северо-Западный,"64,588014","30,598361"
502,Лахденпохья,Карелия,Северо-Западный,"61,518857","30,199491"
555,Медвежьегорск,Карелия,Северо-Западный,"62,914998","34,473101"
690,Олонец,Карелия,Северо-Западный,"60,979719","32,972034"
726,Петрозаводск,Карелия,Северо-Западный,"61,785017","34,346878"
734,Питкяранта,Карелия,Северо-Западный,"61,573083","31,471254"
766,Пудож,Карелия,Северо-Западный,"61,80589","36,533"
828,Сегежа,Карелия,Северо-Западный,"63,743701","34,312617"
867,Сортавала,Карелия,Северо-Западный,"61,703306","30,691723"
898,Суоярви,Карелия,Северо-Западный,"62,087896","32,373738"
174,Воркута,Коми,Северо-Западный,"67,49741","64,061091"
180,Вуктыл,Коми,Северо-Западный,"63,844407","57,29984"
268,Емва,Коми,Северо-Западный,"62,598375","50,886569"
327,Инта,Коми,Северо-Западный,"66,03682","60,115367"
567,Микунь,Коми,Северо-Западный,"62,358008","50,071986"
730,Печора,Коми,Северо-Западный,"65,148602","57,223977"
872,Сосногорск,Коми,Северо-Западный,"63,59911","53,876441"
907,Сыктывкар,Коми,Северо-Западный,"61,668793","50,836399"
971,Усинск,Коми,Северо-Западный,"65,994144","57,55701"
983,Ухта,Коми,Северо-Западный,"63,562626","53,684022"
110,Бокситогорск,Ленинградская область,Северо-Западный,"59,473572","33,847675"
170,Волосово,Ленинградская область,Северо-Западный,"59,447275","29,48481"
171,Волхов,Ленинградская область,Северо-Западный,"59,916744","32,331544"
179,Всеволожск,Ленинградская область,Северо-Западный,"60,021317","30,654084"
181,Выборг,Ленинградская область,Северо-Западный,"60,710232","28,749404"
184,Высоцк,Ленинградская область,Северо-Западный,"60,625264","28,568016"
195,Гатчина,Ленинградская область,Северо-Западный,"59,568456","30,124473"
315,Ивангород,Ленинградская область,Северо-Западный,"59,376655","28,223117"
349,Каменногорск,Ленинградская область,Северо-Западный,"60,95081","29,130882"
387,Кингисепп,Ленинградская область,Северо-Западный,"59,374028","28,611297"
394,Кириши,Ленинградская область,Северо-Западный,"59,449695","32,008707"
399,Кировск,Ленинградская область,Северо-Западный,"67,612101","33,668165"
420,Коммунар,Ленинградская область,Северо-Западный,"59,621609","30,393483"
472,Кудрово,Ленинградская область,Северо-Западный,"59,908489","30,513569"
518,ЛодейноеПоле,Ленинградская область,Северо-Западный,"56,012269","37,474821"
520,Луга,Ленинградская область,Северо-Западный,"58,735221","29,847999"
528,Любань,Ленинградская область,Северо-Западный,"52,798914","27,993481"
637,Никольское,Ленинградская область,Северо-Западный,"59,704642","30,788966"
638,НоваяЛадога,Ленинградская область,Северо-Западный,"59,704642","30,788966"
705,Отрадное,Ленинградская область,Северо-Западный,"51,666104","39,33658"
732,Пикалёво,Ленинградская область,Северо-Западный,"59,513113","34,177303"
739,Подпорожье,Ленинградская область,Северо-Западный,"60,912784","34,156813"
757,Приморск,Ленинградская область,Северо-Западный,"60,366014","28,613552"
759,Приозерск,Ленинградская область,Северо-Западный,"61,036554","30,119838"
817,Светогорск,Ленинградская область,Северо-Западный,"61,111193","28,87268"
839,Сертолово,Ленинградская область,Северо-Западный,"60,141613","30,211879"
847,Сланцы,Ленинградская область,Северо-Западный,"59,11779","28,088136"
871,СосновыйБор,Ленинградская область,Северо-Западный,"56,120211","93,335434"
910,Сясьстрой,Ленинградская область,Северо-Западный,"60,141954","32,556743"
930,Тихвин,Ленинградская область,Северо-Западный,"59,644209","33,542096"
941,Тосно,Ленинградская область,Северо-Западный,"59,540664","30,877719"
1046,Шлиссельбург,Ленинградская область,Северо-Западный,"59,934943","31,026597"
30,Апатиты,Мурманская область,Северо-Западный,"67,568041","33,407115"
193,Гаджиево,Мурманская область,Северо-Западный,"69,249049","33,315262"
292,Заозёрск,Мурманская область,Северо-Западный,"69,400373","32,450139"
294,Заполярный,Мурманская область,Северо-Западный,"69,426103","30,820739"
358,Кандалакша,Мурманская область,Северо-Западный,"67,151252","32,412823"
400,Кировск,Мурманская область,Северо-Западный,"67,612101","33,668165"
408,Ковдор,Мурманская область,Северо-Западный,"67,562914","30,474025"
415,Кола,Мурманская область,Северо-Западный,"68,878636","33,026247"
583,Мончегорск,Мурманская область,Северо-Западный,"67,938931","32,937116"
590,Мурманск,Мурманская область,Северо-Западный,"68,970682","33,074981"
689,Оленегорск,Мурманская область,Северо-Западный,"68,142161","33,26696"
703,Островной,Мурманская область,Северо-Западный,"68,05439","39,514105"
746,ПолярныеЗори,Мурманская область,Северо-Западный,"54,605443","86,280901"
747,Полярный,Мурманская область,Северо-Западный,"69,198909","33,451033"
824,Североморск,Мурманская область,Северо-Западный,"69,076153","33,416215"
852,Снежногорск,Мурманская область,Северо-Западный,"69,192168","33,238303"
607,Нарьян-Мар,Ненецкий АО,Северо-Западный,"67,63805","53,006926"
120,Боровичи,Новгородская область,Северо-Западный,"58,388219","33,914025"
134,Валдай,Новгородская область,Северо-Западный,"57,980199","33,246667"
138,ВеликийНовгород,Новгородская область,Северо-Западный,"55,603969","31,197214"
541,МалаяВишера,Новгородская область,Северо-Западный,"55,205024","67,248601"
687,Окуловка,Новгородская область,Северо-Западный,"58,377145","33,298679"
722,Пестово,Новгородская область,Северо-Западный,"58,599071","35,798098"
864,Сольцы,Новгородская область,Северо-Западный,"58,120168","30,309355"
884,СтараяРусса,Новгородская область,Северо-Западный,"45,044521","41,969083"
1001,Холм,Новгородская область,Северо-Западный,"57,145202","31,178781"
1029,Чудово,Новгородская область,Северо-Западный,"59,12119","31,670285"
137,ВеликиеЛуки,Псковская область,Северо-Западный,"55,603969","31,197214"
197,Гдов,Псковская область,Северо-Западный,"58,744393","27,819585"
247,Дно,Псковская область,Северо-Западный,"57,826914","29,962992"
609,Невель,Псковская область,Северо-Западный,"56,02022","29,923969"
652,Новоржев,Псковская область,Северо-Западный,"57,029623","29,332419"
656,Новосокольники,Псковская область,Северо-Западный,"56,340749","30,152761"
694,Опочка,Псковская область,Северо-Западный,"56,714151","28,658881"
702,Остров,Псковская область,Северо-Западный,"57,345188","28,343806"
731,Печоры,Псковская область,Северо-Западный,"57,813934","27,609064"
749,Порхов,Псковская область,Северо-Западный,"57,764855","29,553145"
764,Псков,Псковская область,Северо-Западный,"57,81925","28,332065"
767,Пустошка,Псковская область,Северо-Западный,"56,337526","29,36678"
771,Пыталово,Псковская область,Северо-Западный,"57,063925","27,92396"
820,Себеж,Псковская область,Северо-Западный,"56,277398","28,484814"
804,Санкт-Петербург,Санкт-Петербург,Северо-Западный,"59,939095","30,315868"
132,Буйнакск,Дагестан,Северо-Кавказский,"42,821749","47,115927"
